sample_158538|කෙසේ වුවද මේ නැමි කඳු දිගු පේළි වශයෙන් හෝ චාප වශයෙන් ඇති බව පෙනේ.
sample_158539|නැමි කඳු සෑදෙන්නේ පීඩන ඇති වු දිශාවට සෘජු කෝණික ලෙස ය.
sample_158540|ලෝකයේ විශාල කඳු හා සානු ,තැනිතලා ,ආගාධ ඇති කරනු ලබන්නේ පෘථිවි පාෂාණ අතර සිදු වන චලන
sample_158541|එම චලනයන් එසේ ඇති කරන්නේ පෘථිවි අභ්‍යන්තරයේ පවතින සංවහන ධාරා හා විකිරණශීලී ඛනිජ වල ශක්තිය
sample_158542|එසේ ම මේ හැම ක්‍රියාවකටම ශක්තිය ලබා දෙන්නේ සුර්යයා විසින් ය.
sample_158543|සුර්යය තාපය හේතුවෙන් හට ගන්න භූ තාපය බොහෝ අන්තර්ජන්‍ය ක්‍රියාවලීන්ට අවශ්‍ය ශක්තිය නිපදවනු ලැබේ.
sample_158544|මේ ලිපිය අවසානයේ දී මතක තබා ගත යුතුම කරුණක් වන්නේ එක කන්දක් හැදෙන්න බලපාලා තියෙන්නේ
sample_158545|එක කන්දක මෙවැනි විවිධ නැමි වර්ග බොහෝමයක් තිබිය හැකියි.
sample_158546|පෘථිවියේ හට ගන්නා සියලුම භූ ලක්ෂණ ක්‍රියාවලීන් දෙකකට අයත් වේ.
sample_158547|ඒවා නම්, බහිර්ජන්‍ය ක්‍රියාවලි අර්ථයෙන් හැඟවෙන පරිදි පිටතින් සිදු වේ.
sample_158548|ගලන ජලය, සුළඟ, අයිස්, සාගර තරංග, ග්ලැසියර යන ඒවා නග්නීකරණකාරක නැතහොත් බහිර්ජන්‍යකාරක ලෙස හඳුනා ගත හැක.
sample_158549|මේවා විසින් පෘථිවි පෘෂ්ඨය ගෙවීමකට ලක් කිරීම එනම් විෂමතාව නැති කිරීම සිදු කරයි.
sample_158550|භූ කම්පන වල ප්‍රතිඵල වශයෙන් ඉරිතැලීම් හා ‍දැදුරු ඇති වීමෙන් ද ,යමකම ක්‍රියාවලියේ දී ඒවා විදාරණය
sample_158551|අභ්‍යන්තරයේ ඇති වන බලවේග ක්‍රියාත්මක වන්නේ සිරස් අතර නම් ඒවා සිරස් බලවේග වේ.
sample_158552|මේ මඟින් මහද්වීප හා සාගර වල චලනයන් සිදු කරනු ලැබේ.
sample_158553|මෙසේ ඛාදනයට ලක් වන පාෂාණ ඛාදනය වී තැම්පත් වන්නේ පහල තැන්වලය.
sample_158554|මෙසේ තැම්පත් විමෙන් පෘථීවියේ යම් තැනක එනම් ඛාදනයට ලක්වන තැන පිහිටි භූ ස්කන්ධයේ බර අඩු වීමත්
sample_158555|කලක් තිස්සේ මෙසේ බර දරා සිටින භූ ස්කන්ධ වල බර සැහැල්ලු වීම නිසා
sample_158556|මේවා එක්තරා ආකාරයක සිරස් චලනය වීමක් ලෙස ඇතැමුන් විග්‍රහ කරන්නෙ එබැවිනි.
sample_158557|ඉතා වැදගත් ම කරුණ වන්නේ භූ ස්කන්ධයක් මේ ආදී ක්‍රියා නිසා ඉහළ පහළයාමක් පමණක් නොව
sample_158558|ග්ලැසියර් වැනි දේ වසර දහස් ගණන් පෘශ්ඨය මත තැම්පත් වීම නිසා කලකදී ඒවා ඒ බරින් පහත්
sample_158559|පසුව මෙම ග්ලැසියර ක්‍රම ක්‍රමයෙන් දියවී යාම හේතු කර ගෙන අර භූමිවල තිබු බර සැහැල්ලු වී
sample_158560|පසුව ග්ලැසියරය දියවි ගිය පසු අද පවා මේ භූමි ස්කන්ධය නැවත එසවෙමින් තිබේ.
sample_158561|මේ ආකාරයට මහද්වීපික කොටස් ඉහළ පහළ යාම කෙරෙහි මෙම චලන බලපා ඇත.
sample_158562|නැත්නම් එසේ ඉහළ පහළ යන චලන වලට මේ නම භාවිතා කරති.
sample_158563|සිරස් භූ චලන නිසා නිර්මාණය වන්නේ විශාල පරිමාණයේ භූ රූප වන සානු , ද්‍රෝණි
sample_158564|අභ්‍යන්තරයේ ඇතිවන බලවේග ක්‍රියාත්මක වන්නේ තිරස් අතට නම් එය තිරස් බලවේගයක් වේ.
sample_158565|පෘථිවියේ දුර්වල පාෂාණ කොටස් තිරස් බලවේග නිසා පවතින හැඩයෙන් වෙනස් වේ.
sample_158566|එක තැනක සම්පීඩනයක් ඇති වන විට ඒත් සමඟ ම තවත් තැනක
sample_158567|මෙවැනි විශාල කඳු පද්ධති ඇති කරන්නට මේවා බලපානවා සේ ම කුඩා ප්‍රමාණය සම්පීඩනය වීම් නිසා ද
sample_158568|භෞතික භුගෝල විද්‍යාව හා දේශගුණ විද්‍යාව
sample_158569|අධ්‍යාපන ප්‍රකාශන දෙපාර්තමේන්තුව මේ පොත් බොහෝ දුරට පුස්තකාල වල තියෙන ඒවා.
sample_158570|නමුත් පරිශිලනය ඉතාම අඩු හංදා ඒවායේ දැනුම සමාජ ගත වෙන්නේ නෑ.
sample_158571|හැමවිටම න්‍යායෙන් සංකල්පයෙන් මෙන් ම අත්දැකීම් හා අත්විදිම් වලින් පෝෂණය වන තරමට තමා වටිනාකම වැඩි වෙන්නේ.
sample_158572|අනික පුංචි පුංචි රෑපවලින් මේ දැවැන්ත ක්‍රියාවලින් පැහැදිලි වෙන රෑප දාන්නත් බෑ.
sample_158573|ඉතිං ලොකු පිංතුර එක්ක තමා මේ වැඩේ කරන්න වෙන්නේ.
sample_158574|මේ තමා ආශ්චර්යමත් පෘථිවියේ පය ගහලා ඉන්න ගෙන්දගම් පොළොවේ මැවුනු හැටි.
sample_158575|මේවා අධ්‍යයනය කරපු භූගර්භ විද්‍යාඥයින්, භූගෝල විද්‍යාඥයින් ඒවා අඳුන ගන්න විවිධ පදනම් අනුව වර්ග කළා.
sample_158576|අපට පාෂාණ ස්ථරවල නැමි නිරික්ෂණය කරන්නට අවශ්‍ය නම් මහා කඳු සොයමින් යා යුතු නැහැ.
sample_158577|ඉතා කුඩා ප්‍රමාණයේ නැමි ඔබගේ ගෙවත්තේ ඇති කුමක් හෝ ඉදි කිරීමකට ගෙන ආ කළු ගල් කැබලිවල
sample_158578|මේ අනුව පහසුවෙන් ම බොහෝ නැමි වර්ග අධ්‍යයනයට උදාහරණ සොයා ගැනීමට පුළුවන්.
sample_158579|අනෙක් අතට නැමි වර්ග ගවේෂණය කිරීමට මැටි වර්ණ කර තට්ටු වශයෙන් තබා දෙපසින් විවිධ ආකාරයට
sample_158580|පාසල් සිසුන්ට අධ්‍යාපන ප්‍රදර්ශන සඳහාත් කණ්ඩායම් ව්‍යාපෘති සඳහාත් මෙවැනි දේ කළ හැකි අතර ඒ ආදර්ශ බාල
sample_158581|හැබැයි වොද්කා වලට නොවේ, පසුව ආපු අමෙරිකාන්ස්කියි සියයට සියයක් ස්ප්‍රිතු වලට
sample_158582|ජැප්පගේ නම ඉසාමි කොන්ඩෝ බවට මේ දැන් ඊතලයක් ලැබුණි.
sample_158583|ජැප්පා එහෙම වුණත්, ජෙප්පන් නම් මේ ලෝකයේ දෙයක් ඉගෙන ගන්න පිරිසක් නොවේ.
sample_158584|අඩුම ගානේ තමන් කතා කරන මිනිසුන් කොයි වගේද කියලවත් අවබෝධයක් ගන්න ගෙදර වැඩ ටිකක් කරලා වරෙන්කො.
sample_158585|ඒ වගේම අපට හිටිය ගුරුවරුන්, අනෙක් රටවල් වල සිසුවන් හා ඉගැන්වීමේ ක්‍රමය ගැනත් මාත් ලියන්න නම්
sample_158586|නමුත් මා පළමු අවුරුද්දේ දී හිටපු නේවාසිකාගාරයේ සිට, එයිට කිලෝමීටර ගණනක් එහායින් තිබුණ ඉංජිනේරු නේවාසිකාගාරයට ගිහිං,
sample_158587|ජෙප්පගේ පිටි පස්සේ ඔච්චර ගියේ මොකද කියල මට තේරෙන්නේ නැහැ.
sample_158588|හැත්තෑ එක කැරැල්ල ආරම්භයේ සිට අවසානය දක්වා පුර්ණ සමාලෝචනයක් කෘතිය
sample_158589|ඒ කඳු අතර දැවැන්ත නැමි කඳු සුවිශේෂි තැනක් ගනී.
sample_158590|ඇත්ත කතාව ඕකද? ඒ දවස් වල කොපයේ කෙනෙක් විරුද්ධ වුන නිසා වීසා නොලැබුණු බවයි කියන්නේ.
sample_158591|අසූ අට අසූ නවය කාලයේ විජේවීර මහතා එයට වාඩුව ගත් බවට කතාවකුත් ඇහුව.
sample_158592|සියලු දේශපාලන දර්ශනයන් හා පරමාදර්ශයන් නවතන බලය වූ ලිංගිකත්වය හා ලෝකය දැකීම යන කරුණු මත
sample_158593|එකම දර්ශණය වුව කාලය අනුව වෙනස් විය යුතුය යන අප අනුගමනය නොකරන දහම තවදුරටත් වලංගු නොවන
sample_158594|තවදුරටත් වලංගු නොවන බවට එය වලංගු නැත මම කළා හරිද?
sample_158595|මේ සෝවියට් දේශයේ ස්ටාලින් ගේ කාලයේ තිබු මර්දනය හා සමාන කාලයකි.
sample_158596|විජේවීර සමහර වෙලාවට ලෝක දේශපාලනය තමන්ගේ වුවමනාවට අනුව කියෙව්වද කියල හිතෙන අවස්ථා ගොඩක් තියෙනවා.
sample_158597|ඒ මහත්මයා දැන් ජිවතුන් අතර නැහැ, දුවක් සහ පුතෙක් සිටින බවයි දන්නේ.
sample_158598|ලිංගිකත්වය ඉදිරියේ හැම දේශපාලන න්‍යයක්ම තියෙන්නේ ඊට පසුපසින් වගේ නේද?
sample_158599|ඒ කාලේ පට්ට ඇති නේද? මං කීප විටක් ම හිතෙන් මවාගෙන ඔය පැත්තේ ජීවත් වෙලා තියෙනවා.
sample_158600|ඒත් ජෙප්පා හිටියානම් මමත් ඔය හීන බලන එකක් නැහැ.
sample_158601|මට රුසියාව ගැන කියන කොට මතක් වෙන්නේම අශ්ව මස් කෑම ගැනයි අශ්ව මස් වරදක් නැහැ.
sample_158602|මොකක්ද මේ හැමෝම පිල්ලිය පිල්ලිය කියන්නේ දැන්නෙ දන්නේ.
sample_158603|අපේම සමහර බ්ලොග් ලෝකයේ දන්නා අය ඇනෝ ලෙස ඇවිත් පහර දීම ඇතුළු කරුණු කීපයක් නිසා.
sample_158604|මට නිකේතනයේ නම හෙම එව් යහළුව මේ දිනවල කසාකස්ථානයේ ඉන්නේ.
sample_158605|විජේවීර සහෝදරයට ආපසු රුසියාවට යන්න නොලැබුණේ තානාපති කාර්‍යාලයෙන් වීසා නොලැබුණ නිසා බව තමයි ඇත්ත.
sample_158606|ඒකට කටුව ගැහුවෙ කවුරු වුණත් එසේ නොවන්නට ලංකා ඉතිහාසය මීට වඩා බෙහෙවින් වෙනස් වෙන්න තිබුණ.
sample_158607|ඊය ගැන කතාකරලා උසාවියට යන්න වුණු විජයකලා මාධ්‍යට හිනාවෙලා යන්න ගියේ මෙහෙමයි
sample_158608|ඇගේ ප්‍රකාශයට සමාජයේ විවිධ පාර්ශවයන්ගෙන් දැඩි විරෝධයක් එල්ල වුණා.
sample_158609|අත්අඩංගුවට ගත් හිටපු ළමා කටයුතු රාජ්‍ය ඇමතිනි විජයකලා මහේෂ්වරන් රුපියල් ලක්ෂ පහක ශරීර ඇපයක් මත මුදා
sample_158610|ඊ සංවිධානය යළි ගොඩනැගිය යුතු බවට මන්ත්‍රීවරිය කළ ප්‍රකාශය සම්බන්ධයෙන් සිදුකෙරෙන විමර්ශණවලට අදාලව ප්‍රකාශයක් ලබාදීම සඳහා
sample_158611|මේ නිසා ස්ත්‍රීන්ගෙ ශරීරය, ඔවුන්ගේ සායේ දිග හෝ ස්වාධීනත්වය පටු දේශපාලනික අවශ්‍යතාවයන් සදහා යොදාගනිමින්
sample_158612|මේ නිසා ඔබ ඉහත දැක්වූ අදහසට මදක් හෝ එකඟ වෙන්න වෙනවා
sample_158613|කාන්තාවන්ට හිමිව තිබූ ගෞරවය නැති කිරීමට මෙවැනි දෑ ඉදිරිපත් වීමෙන් සිදුවන බවයි.
sample_158614|ඒ අනුව බෞද්ධ සමාජයක් තුළ කාන්තාවන්ට නිසි ගෞරවය ලැබෙනවා නේද?
sample_158615|කෙසේ වෙතත්, උසස් තනතුරු සුරක්ෂිත කිරීම සඳහා උත්සාහ කළ භික්ෂූනීන් වහන්සේලා මුහුණ දුන් විරුද්ධත්වය
sample_158616|මම දකින ආකාරයට එය කාන්තාවකට පෙන්විය හැකි ඉහළම ආකාරයේ අගෞරවයක්.
sample_158617|කාන්තාවන් සම්පූර්ණයෙන්ම දුර්වලව සිටින බවට පිළිගත් වෙනස්කම් කරන ලද මෙවැනි ව්‍යවස්ථාපිත නීතියක් සම්මත කරගන්නේ කෙසේද
sample_158618|කාන්තාවන් මුලුමනින් ම දුර්වල බවත්, තමන්ගේම තීරණයක් ගැනීමට කිසිදු ස්වාධීනත්වයක් නොමැති බවත්, දුරස්ථව සිටීම සඳහා ගෞරවයක්
sample_158619|මත්පැන් සමාජයට ප්‍රශ්නයක් නම් එය ස්ත්‍රී සහ පුරුෂ දෙපාර්ශවයටම තහනම් කරන්න.
sample_158620|අපේ මහානායක අපේ ස්වාමීන්ද්‍රයාණන් වහන්සේලා මේ ගනන් කළ නොහැකි තරම් අසභ්ය සිදුවීම්
sample_158621|දන්ත ධාතූන් වහන්සේ ආරක්ෂා සහිතව ශ්‍රී ලංකාවට වැඩැම්මුවේ කාන්තාවක් විසින් ඒත් දැන් මාලිගාවේ ඇතුළු කුටිවලට කාන්තාවන්ට
sample_158622|ඔබ යෝජනා කරන අන්දමට ලංකාව තුළ නිදහස් කාන්තාවක්, ස්වාධීනව වැඩ කළ යුතු කාන්තාවක් නිර්මාණය වීම
sample_158623|ළමා අපචාර සිද්ධි වලදි අපි නිතරම දකින දෙයක්, කුඩා දරුවන් ඔවුන්ට සිද්ද වෙන්නෙ අපචාරයක් කියාවත් ඔවුන්
sample_158624|එවන් අවස්ථාවන් වලදි ඔවුන් කළ යුත්තෙ මොනවාද යන්නවත් ඔවුන් දන්නේ නෑ.
sample_158625|අප වැනි ප්‍රශ්න පිළිබද පාසල් තුළ විවෘතව කතා කළ යුතුමයි.
sample_158626|මම දැක්කා ජනාධිපතිතුමන්ගේ මේ තීරණයට එරෙහිව කතා කරපු, මූලික අයිතිවාසිකම් පෙත්සම් ගොනු කරපු කන්තාවන්ට
sample_158627|එහෙත් මෙම ප්‍රශ්නය පිලිබදව කතා කරපු සමාජ ක්‍රියාකරිනින් බොහෝ දෙනෙකුම කාන්තා හා ළමා අයිතිවාසිකම් වෙනුවන්
sample_158628|එ සිද්ධිවලදි දැන් මේ නින්දෙන් බය වෙලා ඇහැරුණාවගේ කෑ ගහන විවේචනය කරන මහත්වරුන් හිටියේ කෝහේද
sample_158629|ලංකාවට දෙන සහය තවත් වැඩි කරමින් ඍජු ආයෝජන රැසකට බ්‍රිතාන්‍ය රජය සුදානමින්
sample_158630|නැවතත් ආණ්ඩුව පැත්තට බණ්ඩාරවෙල බස් පිපිරුම ත්‍රස්ත ක්‍රියාවක් නොවේ අපි අලුත් ගමනක් යනවා
sample_158631|මරුසිරා තීම් එක තියනවද? ඕන අයට ඕනම වෙලාවක ෆෝන් එකෙන් බලන්න පුළුවන්
sample_158632|සිංහල ෆිල්ම්, සිංහල හඬකැවූ කාටූන්, චිත්‍ර.
sample_158633|විජයකලා මන්ත්‍රීවරිය කළ ප්‍රකාශය ගැන පරීක්ෂණයක් පැවැත්විය යුතුයි
sample_158634|මන්ත්‍රිවරයා පෙන්වාදෙන්නේ අදාළ ප්‍රකාශය බරපතළ ප්‍රකාශයක් බැවින් ඒ පිළිබඳව කඩිනමින් විමර්ශනයක් සිදුකළ යුතු බවයි.
sample_158635|යාපනය ප්‍රදේශයේ පැවති මාධ්‍ය හමුවකට එක්වෙමින් නාමල් රාජපක්ෂ මන්ත්‍රිවරයා මෙම අදහස් පළ කළේය.
sample_158636|පළාත් කිහිපයකට තද වැසි සහ දැඩි සුළං අයිඕසී ඉන්ධන මිලත් පහලට
sample_158637|ඒ ඔවුන් දෙදෙනා මංගල ඇඳුමින් ලබාගත් ඡායාරූප පෙළක් අන්තර්ජාලයට නිකුත් වීමත් සමගින් ය.
sample_158638|චතුරිකා උඩරට මනාමාලියක් ලෙස හැඩ වී සිටි අතර ගයාන් උඩරට මුල් ඇඳුමින් සැරසී සිටියේ ය.
sample_158639|විවිධ බාධක මැදින් ගලා ගිය ඔවුන් දෙදෙනාගේ ආදර අන්දරය ගැන මේ වෙනකොට නොදන්නා කෙනෙක් නැති තරම්
sample_158640|ගයාන්ගේ පෙර විවාහයේ දරුවන්ට ද මේ වනවිට චතුරිකා මව් සෙනෙහස දක්වන අතර මේ වනවිට ඔවුන් දෙදෙනා
sample_158641|මචන්ලා ආතල් එකක් අරන් ජොලිය බෙදා ගන්න මේකට සෙට් වෙන්න.
sample_158642|කවුරු හරි දන්නවද බජාජ් පල්සර් එකක් ලීසිං කරන තැනක්? එන්න කැමතිම සිංදු අහන්න
sample_158643|ලෝක විනාශය එයිද? බලන්න මුස්ලිම් කොංග්‍රසය ආණ්ඩුවේ සිට විපක්ෂයට එක්වීමත් සමග යළිත් නැගෙනහිර පළාත සම්බන්ධයෙන්
sample_158644|මුස්ලිම් කොංග්‍රස් නායකයා කියන්නේ රාජපක්ෂ ආණ්ඩුව නැගෙනහිර මුස්ලිම් ජනයා වෙනුවෙන් කිසිවක් කර නොමැති බවකි.
sample_158645|කොහොම උනත් නැගෙනහිර ප්‍රදේශයේ ජනතාව සෑම රජයක්ම යොදාගත්තේ සිය බල තුලනය පවත්වාගෙන යන්නයි.
sample_158646|මෙය මැතිවරණ දේශපාලනයේදීත්, යුද්ධ මෙහෙයුම්වලදීත්, සංවර්ධන කටයුතුවලදීත් දකින්න පුළුවන්.
